"Country or Area","Year","Area","Sex","City","City type","Record Type","Reliability","Source Year","Value","Value Footnotes"
"France","2009","Total","Both Sexes","Amiens","City proper","Estimate - de jure","Final figure, complete","2012","133998","11"
"France","2009","Total","Both Sexes","Angers","City proper","Estimate - de jure","Final figure, complete","2012","147305","11"
"France","2009","Total","Both Sexes","Argenteuil","City proper","Estimate - de jure","Final figure, complete","2012","102844","11"
"France","2009","Total","Both Sexes","Besançon","City proper","Estimate - de jure","Final figure, complete","2012","117392","11"
"France","2009","Total","Both Sexes","Bordeaux","City proper","Estimate - de jure","Final figure, complete","2012","236725","11"
"France","2009","Total","Both Sexes","Boulogne-Billancourt","City proper","Estimate - de jure","Final figure, complete","2012","113085","11"
"France","2009","Total","Both Sexes","Brest","City proper","Estimate - de jure","Final figure, complete","2012","141315","11"
"France","2009","Total","Both Sexes","Caen","City proper","Estimate - de jure","Final figure, complete","2012","109312","11"
"France","2009","Total","Both Sexes","Clermont-Ferrand","City proper","Estimate - de jure","Final figure, complete","2012","138588","11"
"France","2009","Total","Both Sexes","Dijon","City proper","Estimate - de jure","Final figure, complete","2012","152110","11"
"France","2009","Total","Both Sexes","Grenoble","City proper","Estimate - de jure","Final figure, complete","2012","155632","11"
"France","2009","Total","Both Sexes","Le Havre","City proper","Estimate - de jure","Final figure, complete","2012","177259","11"
"France","2009","Total","Both Sexes","Le Mans","City proper","Estimate - de jure","Final figure, complete","2012","142281","11"
"France","2009","Total","Both Sexes","Lille","City proper","Estimate - de jure","Final figure, complete","2012","226827","11"
"France","2009","Total","Both Sexes","Limoges","City proper","Estimate - de jure","Final figure, complete","2012","139216","11"
"France","2009","Total","Both Sexes","Lyon","City proper","Estimate - de jure","Final figure, complete","2012","479803","11"
"France","2009","Total","Both Sexes","Marseille","City proper","Estimate - de jure","Final figure, complete","2012","850602","11"
"France","2009","Total","Both Sexes","Metz","City proper","Estimate - de jure","Final figure, complete","2012","121841","11"
"France","2009","Total","Both Sexes","Montpellier","City proper","Estimate - de jure","Final figure, complete","2012","255080","11"
"France","2009","Total","Both Sexes","Montreuil","City proper","Estimate - de jure","Final figure, complete","2012","103192","11"
"France","2009","Total","Both Sexes","Mulhouse","City proper","Estimate - de jure","Final figure, complete","2012","111156","11"
"France","2009","Total","Both Sexes","Nancy","City proper","Estimate - de jure","Final figure, complete","2012","106318","11"
"France","2009","Total","Both Sexes","Nantes","City proper","Estimate - de jure","Final figure, complete","2012","282047","11"
"France","2009","Total","Both Sexes","Nice","City proper","Estimate - de jure","Final figure, complete","2012","340735","11"
"France","2009","Total","Both Sexes","Nîmes","City proper","Estimate - de jure","Final figure, complete","2012","140747","11"
"France","2009","Total","Both Sexes","Orléans","City proper","Estimate - de jure","Final figure, complete","2012","113224","11"
"France","2009","Total","Both Sexes","PARIS","City proper","Estimate - de jure","Final figure, complete","2012","2234105","11"
"France","2009","Total","Both Sexes","Perpignan","City proper","Estimate - de jure","Final figure, complete","2012","117905","11"
"France","2009","Total","Both Sexes","Reims","City proper","Estimate - de jure","Final figure, complete","2012","180842","11"
"France","2009","Total","Both Sexes","Rennes","City proper","Estimate - de jure","Final figure, complete","2012","206604","11"
"France","2009","Total","Both Sexes","Rouen","City proper","Estimate - de jure","Final figure, complete","2012","110688","11"
"France","2009","Total","Both Sexes","Saint-Denis","City proper","Estimate - de jure","Final figure, complete","2012","105749","11"
"France","2009","Total","Both Sexes","Saint-Denis (La Réunion)","City proper","Estimate - de jure","Final figure, complete","2012","145209","11"
"France","2009","Total","Both Sexes","Saint-Étienne","City proper","Estimate - de jure","Final figure, complete","2012","171961","11"
"France","2009","Total","Both Sexes","Saint-Paul (La Réunion)","City proper","Estimate - de jure","Final figure, complete","2012","103498","11"
"France","2009","Total","Both Sexes","Strasbourg","City proper","Estimate - de jure","Final figure, complete","2012","271708","11"
"France","2009","Total","Both Sexes","Toulon","City proper","Estimate - de jure","Final figure, complete","2012","165514","11"
"France","2009","Total","Both Sexes","Toulouse","City proper","Estimate - de jure","Final figure, complete","2012","440204","11"
"France","2009","Total","Both Sexes","Tours","City proper","Estimate - de jure","Final figure, complete","2012","135218","11"
"France","2009","Total","Both Sexes","Villeurbanne","City proper","Estimate - de jure","Final figure, complete","2012","144751","11"
"France","2008","Total","Both Sexes","Aix-en-Provence","City proper","Estimate - de jure","Final figure, complete","2011","142743","11"
"France","2008","Total","Both Sexes","Amiens","City proper","Estimate - de jure","Final figure, complete","2011","134381","11"
"France","2008","Total","Both Sexes","Angers","City proper","Estimate - de jure","Final figure, complete","2011","148405","11"
"France","2008","Total","Both Sexes","Argenteuil","City proper","Estimate - de jure","Final figure, complete","2011","103250","11"
"France","2008","Total","Both Sexes","Besançon","City proper","Estimate - de jure","Final figure, complete","2011","117599","11"
"France","2008","Total","Both Sexes","Bordeaux","City proper","Estimate - de jure","Final figure, complete","2011","235891","11"
"France","2008","Total","Both Sexes","Boulogne-Billancourt","City proper","Estimate - de jure","Final figure, complete","2011","112233","11"
"France","2008","Total","Both Sexes","Brest","City proper","Estimate - de jure","Final figure, complete","2011","142097","11"
"France","2008","Total","Both Sexes","Caen","City proper","Estimate - de jure","Final figure, complete","2011","109899","11"
"France","2008","Total","Both Sexes","Clermont-Ferrand","City proper","Estimate - de jure","Final figure, complete","2011","139006","11"
"France","2008","Total","Both Sexes","Dijon","City proper","Estimate - de jure","Final figure, complete","2011","151576","11"
"France","2008","Total","Both Sexes","Grenoble","City proper","Estimate - de jure","Final figure, complete","2011","156659","11"
"France","2008","Total","Both Sexes","Le Havre","City proper","Estimate - de jure","Final figure, complete","2011","178769","11"
"France","2008","Total","Both Sexes","Le Mans","City proper","Estimate - de jure","Final figure, complete","2011","143547","11"
"France","2008","Total","Both Sexes","Lille","City proper","Estimate - de jure","Final figure, complete","2011","225784","11"
"France","2008","Total","Both Sexes","Limoges","City proper","Estimate - de jure","Final figure, complete","2011","140138","11"
"France","2008","Total","Both Sexes","Lyon","City proper","Estimate - de jure","Final figure, complete","2011","474946","11"
"France","2008","Total","Both Sexes","Marseille","City proper","Estimate - de jure","Final figure, complete","2011","851420","11"
"France","2008","Total","Both Sexes","Metz","City proper","Estimate - de jure","Final figure, complete","2011","122838","11"
"France","2008","Total","Both Sexes","Montpellier","City proper","Estimate - de jure","Final figure, complete","2011","252998","11"
"France","2008","Total","Both Sexes","Montreuil","City proper","Estimate - de jure","Final figure, complete","2011","102176","11"
"France","2008","Total","Both Sexes","Mulhouse","City proper","Estimate - de jure","Final figure, complete","2011","111860","11"
"France","2008","Total","Both Sexes","Nancy","City proper","Estimate - de jure","Final figure, complete","2011","106361","11"
"France","2008","Total","Both Sexes","Nantes","City proper","Estimate - de jure","Final figure, complete","2011","283288","11"
"France","2008","Total","Both Sexes","Nice","City proper","Estimate - de jure","Final figure, complete","2011","344875","11"
"France","2008","Total","Both Sexes","Nîmes","City proper","Estimate - de jure","Final figure, complete","2011","140267","11"
"France","2008","Total","Both Sexes","Orléans","City proper","Estimate - de jure","Final figure, complete","2011","113257","11"
"France","2008","Total","Both Sexes","PARIS","City proper","Estimate - de jure","Final figure, complete","2011","2211297","11"
"France","2008","Total","Both Sexes","Perpignan","City proper","Estimate - de jure","Final figure, complete","2011","116676","11"
"France","2008","Total","Both Sexes","Reims","City proper","Estimate - de jure","Final figure, complete","2011","181468","11"
